,INCOME_IND,0,m
586,0,0,True
587,0,0,True
588,0,0,True
589,0,0,True
590,0,0,True
591,0,0,True
592,0,0,True
593,0,1,False
594,0,0,True
595,0,0,True
596,0,0,True
597,0,0,True
598,0,0,True
599,0,0,True
600,0,0,True
601,0,0,True
602,0,0,True
603,0,0,True
604,0,0,True
605,0,0,True
606,1,1,True
607,0,0,True
608,0,0,True
609,0,0,True
610,0,0,True
611,0,0,True
612,0,0,True
613,0,0,True
614,0,0,True
615,0,0,True
616,0,0,True
617,1,0,False
618,0,0,True
619,0,0,True
620,0,0,True
621,0,0,True
622,0,0,True
623,0,0,True
624,0,0,True
625,0,0,True
626,1,0,False
627,0,0,True
628,0,0,True
629,0,0,True
630,0,1,False
631,1,0,False
632,0,0,True
633,0,0,True
634,0,0,True
635,0,0,True
636,0,1,False
637,0,0,True
638,0,0,True
639,0,0,True
640,0,0,True
641,0,0,True
642,0,0,True
643,0,0,True
644,0,0,True
645,0,0,True
646,0,0,True
647,0,0,True
648,0,0,True
649,0,0,True
650,0,0,True
651,0,0,True
652,0,0,True
653,0,0,True
654,0,0,True
655,0,0,True
656,0,0,True
657,0,0,True
658,0,0,True
659,0,0,True
660,1,0,False
661,0,0,True
662,0,0,True
663,0,0,True
664,0,0,True
665,0,0,True
666,0,0,True
667,0,0,True
668,0,0,True
669,0,0,True
670,0,0,True
671,0,0,True
672,1,1,True
673,0,0,True
674,0,0,True
675,0,0,True
676,0,0,True
677,0,0,True
678,0,0,True
679,0,0,True
680,0,0,True
681,0,0,True
682,0,0,True
683,0,0,True
684,0,0,True
685,0,0,True
686,0,0,True
687,0,0,True
688,0,0,True
689,0,0,True
690,0,0,True
691,0,0,True
692,0,0,True
693,0,0,True
694,0,0,True
695,0,0,True
696,0,0,True
697,0,0,True
698,0,0,True
699,0,0,True
700,0,0,True
701,0,0,True
702,0,0,True
703,0,0,True
704,0,0,True
705,0,0,True
706,0,0,True
707,0,0,True
708,0,0,True
709,0,0,True
710,0,0,True
711,0,0,True
712,0,0,True
713,1,0,False
714,0,0,True
715,0,0,True
716,0,0,True
717,0,0,True
718,0,0,True
719,0,0,True
720,0,0,True
721,0,0,True
722,0,0,True
723,1,0,False
724,0,0,True
725,0,0,True
726,0,0,True
727,0,0,True
728,0,0,True
729,0,0,True
730,0,0,True
731,0,0,True
732,0,0,True
733,0,0,True
734,0,0,True
735,0,0,True
736,0,0,True
737,0,0,True
738,0,0,True
739,0,0,True
740,0,0,True
741,0,0,True
742,0,0,True
743,0,0,True
744,1,0,False
745,0,0,True
746,0,0,True
747,0,0,True
748,0,0,True
749,0,0,True
750,0,0,True
751,0,0,True
752,0,0,True
753,0,0,True
754,0,0,True
755,0,0,True
756,0,0,True
757,0,0,True
758,0,0,True
759,0,0,True
760,0,0,True
761,0,1,False
762,1,0,False
763,0,0,True
764,0,0,True
765,0,0,True
766,0,0,True
767,0,0,True
768,0,0,True
769,0,0,True
770,0,0,True
771,0,0,True
772,0,0,True
773,0,0,True
774,1,0,False
775,1,0,False
776,0,0,True
777,0,0,True
778,0,0,True
779,0,0,True
780,0,0,True
781,0,0,True
782,0,0,True
783,0,0,True
784,0,0,True
785,0,0,True
786,0,0,True
787,0,0,True
788,1,0,False
789,0,0,True
790,0,0,True
791,0,0,True
792,0,0,True
793,0,1,False
794,0,0,True
795,0,0,True
796,0,0,True
797,0,0,True
798,0,0,True
799,0,0,True
800,0,0,True
801,0,0,True
802,0,0,True
803,0,0,True
804,0,0,True
805,1,1,True
806,0,0,True
807,0,0,True
808,0,0,True
809,0,0,True
810,0,0,True
811,0,0,True
812,1,0,False
813,0,0,True
814,0,0,True
815,0,0,True
816,0,0,True
817,0,0,True
818,0,0,True
819,0,0,True
820,0,0,True
821,0,0,True
822,0,0,True
823,0,0,True
824,0,0,True
825,0,0,True
826,0,0,True
827,0,0,True
828,0,0,True
829,0,0,True
830,0,0,True
831,0,0,True
832,0,0,True
833,0,0,True
834,0,0,True
835,0,0,True
836,0,0,True
837,0,0,True
838,1,0,False
839,0,0,True
840,0,0,True
841,0,0,True
842,0,0,True
843,0,0,True
844,0,0,True
845,0,0,True
846,0,0,True
847,0,0,True
848,0,0,True
849,0,0,True
850,0,0,True
851,0,0,True
852,0,0,True
853,0,0,True
854,0,0,True
855,0,0,True
856,0,0,True
857,0,0,True
858,0,0,True
859,1,1,True
860,0,0,True
861,0,0,True
862,0,0,True
863,0,0,True
864,0,0,True
865,0,0,True
866,0,0,True
867,0,0,True
868,0,0,True
869,0,0,True
870,1,1,True
871,0,0,True
872,0,0,True
873,0,0,True
874,0,0,True
875,0,0,True
876,1,1,True
877,0,0,True
878,0,1,False
879,0,0,True
880,0,0,True
881,0,0,True
882,0,0,True
883,0,0,True
884,0,0,True
885,0,0,True
886,0,0,True
887,0,0,True
888,1,0,False
889,0,0,True
890,0,0,True
891,0,0,True
892,0,0,True
893,0,0,True
894,0,0,True
895,0,0,True
896,0,0,True
897,0,0,True
898,0,0,True
899,1,1,True
900,1,1,True
901,0,0,True
902,0,0,True
903,0,0,True
904,0,0,True
905,1,0,False
906,0,0,True
907,0,0,True
908,0,0,True
909,0,0,True
910,0,0,True
911,1,0,False
912,0,0,True
913,0,0,True
914,0,0,True
915,0,0,True
916,0,0,True
917,0,0,True
918,0,0,True
919,0,0,True
920,1,0,False
921,0,0,True
922,0,0,True
923,1,0,False
924,0,0,True
925,0,0,True
926,0,0,True
927,0,0,True
928,0,0,True
929,0,0,True
930,1,1,True
931,0,0,True
932,1,0,False
933,0,0,True
934,0,0,True
935,0,0,True
936,0,0,True
937,0,0,True
938,0,0,True
939,0,0,True
940,0,0,True
941,0,0,True
942,1,0,False
943,0,0,True
944,0,0,True
945,0,0,True
946,0,0,True
947,0,0,True
948,0,0,True
949,1,1,True
950,0,0,True
951,0,0,True
952,0,0,True
953,0,0,True
954,0,0,True
955,0,0,True
956,0,0,True
957,0,0,True
958,0,0,True
959,0,0,True
960,0,0,True
961,0,0,True
962,0,0,True
963,0,0,True
964,0,0,True
965,0,0,True
966,1,0,False
967,0,0,True
968,0,0,True
969,0,0,True
970,0,0,True
971,0,0,True
972,0,0,True
973,0,0,True
974,0,0,True
975,0,0,True
976,0,0,True
977,0,0,True
978,0,0,True
979,0,0,True
980,0,0,True
981,0,0,True
982,0,0,True
983,0,0,True
984,0,0,True
985,1,0,False
986,0,0,True
987,0,0,True
988,0,0,True
989,0,0,True
990,0,0,True
991,0,0,True
992,0,0,True
993,0,0,True
994,0,0,True
995,1,1,True
996,0,0,True
997,0,0,True
998,0,0,True
999,0,1,False
1000,0,0,True
1001,0,0,True
1002,0,0,True
1003,1,0,False
1004,0,0,True
1005,0,0,True
1006,0,0,True
1007,0,0,True
1008,0,0,True
1009,0,0,True
1010,0,0,True
1011,0,0,True
1012,0,0,True
1013,0,0,True
1014,0,0,True
1015,0,0,True
1016,1,1,True
1017,0,0,True
1018,0,0,True
1019,0,0,True
1020,0,0,True
1021,0,0,True
1022,0,0,True
1023,0,0,True
1024,0,0,True
1025,0,0,True
1026,0,0,True
1027,0,0,True
1028,0,0,True
1029,0,0,True
1030,0,0,True
1031,0,0,True
1032,1,0,False
1033,0,0,True
1034,0,0,True
1035,0,0,True
1036,0,0,True
1037,0,0,True
1038,0,0,True
1039,0,0,True
1040,0,0,True
1041,0,0,True
1042,0,0,True
1043,0,0,True
1044,0,0,True
1045,0,0,True
1046,0,0,True
1047,0,0,True
1048,1,1,True
1049,0,0,True
1050,0,0,True
1051,0,0,True
1052,0,0,True
1053,0,0,True
1054,0,0,True
1055,0,0,True
1056,0,0,True
1057,0,0,True
1058,0,0,True
1059,0,0,True
1060,0,0,True
1061,0,0,True
1062,0,0,True
1063,0,0,True
1064,0,0,True
1065,1,0,False
1066,0,0,True
1067,0,0,True
1068,0,0,True
1069,0,0,True
1070,0,0,True
1071,0,0,True
1072,0,0,True
1073,0,0,True
1074,0,0,True
1075,0,0,True
1076,0,0,True
1077,0,0,True
1078,0,0,True
1079,0,0,True
1080,1,0,False
1081,1,1,True
1082,0,0,True
1083,0,0,True
1084,0,0,True
1085,0,0,True
1086,0,0,True
1087,0,0,True
1088,0,0,True
1089,0,0,True
1090,0,0,True
1091,0,0,True
1092,0,0,True
1093,0,0,True
1094,0,0,True
1095,0,0,True
1096,0,0,True
1097,0,0,True
1098,0,0,True
1099,0,0,True
1100,0,0,True
1101,0,0,True
1102,0,1,False
1103,0,0,True
1104,0,0,True
1105,0,0,True
1106,0,0,True
1107,0,0,True
1108,0,0,True
1109,0,0,True
1110,0,0,True
1111,0,0,True
1112,0,0,True
1113,0,0,True
1114,0,0,True
1115,0,0,True
1116,0,0,True
1117,0,0,True
1118,0,0,True
1119,0,0,True
1120,0,0,True
1121,0,0,True
1122,0,0,True
1123,0,0,True
1124,0,0,True
1125,0,0,True
1126,0,1,False
1127,0,0,True
1128,0,0,True
1129,0,0,True
1130,0,0,True
1131,0,0,True
1132,0,0,True
1133,1,1,True
1134,0,0,True
1135,0,0,True
1136,0,0,True
1137,0,0,True
1138,0,0,True
1139,0,0,True
1140,0,0,True
1141,0,0,True
1142,0,0,True
1143,0,0,True
1144,0,0,True
1145,0,0,True
1146,0,0,True
1147,0,0,True
1148,0,0,True
1149,0,0,True
1150,0,0,True
1151,0,0,True
1152,1,0,False
1153,0,0,True
1154,0,0,True
1155,0,0,True
1156,0,0,True
1157,0,0,True
1158,0,0,True
1159,0,0,True
1160,0,0,True
1161,0,0,True
1162,0,0,True
1163,0,0,True
1164,0,0,True
1165,0,0,True
1166,0,0,True
1167,0,0,True
1168,0,0,True
1169,0,0,True
1170,0,0,True
1171,0,0,True
1172,0,0,True
1173,0,0,True
1174,0,0,True
1175,0,0,True
1176,0,0,True
1177,0,0,True
1178,0,0,True
1179,0,0,True
1180,0,0,True
1181,0,0,True
1182,0,0,True
1183,0,0,True
1184,0,0,True
1185,0,1,False
1186,0,0,True
1187,0,0,True
1188,0,0,True
1189,1,0,False
1190,0,0,True
1191,0,0,True
1192,0,0,True
1193,0,0,True
1194,0,0,True
1195,0,0,True
1196,0,0,True
1197,0,1,False
1198,0,0,True
1199,0,0,True
1200,1,1,True
1201,0,0,True
1202,0,0,True
1203,0,0,True
1204,0,0,True
1205,0,0,True
1206,0,0,True
1207,0,0,True
1208,0,0,True
1209,0,0,True
1210,0,0,True
1211,0,0,True
1212,0,0,True
1213,1,0,False
1214,0,0,True
1215,1,1,True
1216,0,0,True
1217,0,0,True
1218,0,0,True
1219,0,0,True
1220,0,0,True
1221,0,0,True
1222,0,0,True
1223,0,0,True
1224,0,0,True
1225,0,0,True
1226,0,0,True
1227,0,0,True
1228,0,0,True
1229,0,0,True
1230,0,0,True
1231,0,0,True
1232,0,0,True
1233,0,0,True
1234,0,0,True
1235,0,0,True
1236,0,0,True
1237,0,0,True
1238,0,0,True
1239,0,0,True
1240,0,0,True
1241,0,0,True
1242,0,0,True
1243,0,0,True
1244,0,0,True
1245,0,0,True
1246,0,0,True
1247,0,0,True
1248,0,0,True
1249,0,0,True
1250,1,0,False
1251,0,0,True
1252,0,0,True
1253,0,0,True
1254,1,1,True
1255,0,0,True
1256,0,0,True
1257,0,0,True
1258,0,0,True
1259,0,0,True
1260,0,0,True
1261,0,0,True
1262,0,0,True
1263,0,0,True
1264,0,0,True
1265,0,0,True
1266,0,0,True
1267,0,0,True
1268,0,0,True
1269,0,0,True
1270,0,0,True
1271,0,0,True
1272,0,0,True
1273,0,0,True
1274,1,1,True
1275,0,0,True
1276,0,0,True
1277,0,0,True
1278,0,0,True
1279,0,0,True
1280,0,0,True
1281,0,0,True
1282,0,0,True
1283,0,0,True
1284,0,0,True
1285,0,0,True
1286,0,0,True
1287,0,0,True
1288,0,0,True
1289,0,0,True
1290,0,0,True
1291,0,0,True
1292,0,0,True
1293,0,0,True
1294,1,1,True
1295,0,0,True
1296,0,0,True
1297,0,0,True
1298,0,0,True
1299,0,0,True
1300,0,1,False
1301,0,0,True
1302,0,0,True
1303,0,0,True
1304,0,0,True
1305,1,1,True
1306,0,0,True
1307,0,0,True
1308,0,0,True
1309,0,0,True
1310,0,0,True
1311,0,0,True
1312,0,0,True
1313,0,0,True
1314,0,0,True
1315,0,0,True
1316,0,0,True
1317,0,0,True
1318,0,0,True
1319,0,0,True
1320,0,0,True
1321,0,0,True
1322,0,0,True
1323,0,0,True
1324,0,0,True
1325,0,0,True
1326,1,1,True
1327,0,0,True
1328,0,0,True
1329,0,0,True
1330,1,0,False
1331,0,0,True
1332,0,0,True
1333,0,0,True
1334,0,0,True
1335,0,0,True
1336,0,0,True
1337,0,0,True
1338,0,0,True
1339,0,0,True
1340,0,0,True
1341,0,0,True
1342,0,0,True
1343,0,0,True
1344,0,0,True
1345,0,0,True
1346,0,0,True
1347,0,0,True
1348,0,0,True
1349,0,0,True
1350,0,0,True
1351,0,0,True
1352,0,0,True
1353,0,0,True
1354,0,0,True
1355,0,0,True
1356,0,0,True
1357,0,0,True
1358,0,0,True
1359,0,0,True
1360,0,0,True
1361,0,0,True
1362,0,0,True
1363,0,0,True
1364,0,0,True
1365,0,0,True
1366,0,0,True
1367,0,0,True
1368,0,0,True
1369,0,0,True
1370,0,0,True
1371,0,0,True
1372,1,0,False
1373,1,0,False
1374,0,0,True
1375,0,1,False
1376,0,0,True
1377,1,0,False
1378,0,0,True
1379,1,1,True
1380,0,0,True
1381,0,0,True
1382,0,0,True
1383,0,0,True
1384,0,0,True
1385,0,0,True
1386,0,0,True
1387,0,0,True
1388,0,0,True
1389,0,0,True
1390,0,0,True
1391,0,0,True
1392,0,0,True
1393,0,0,True
1394,0,0,True
1395,0,0,True
1396,0,0,True
1397,0,0,True
1398,0,0,True
1399,0,0,True
1400,0,0,True
1401,0,0,True
1402,0,0,True
1403,0,0,True
1404,0,0,True
1405,0,0,True
1406,0,0,True
1407,0,0,True
1408,0,0,True
1409,0,0,True
1410,0,0,True
1411,0,0,True
1412,0,0,True
1413,0,0,True
1414,0,0,True
1415,0,0,True
1416,0,0,True
1417,0,0,True
1418,1,1,True
1419,0,0,True
1420,0,1,False
1421,0,0,True
1422,0,0,True
1423,0,0,True
1424,0,0,True
1425,0,0,True
1426,0,0,True
1427,1,1,True
1428,0,0,True
1429,0,0,True
1430,0,0,True
1431,0,0,True
1432,0,0,True
1433,0,0,True
1434,0,0,True
1435,0,0,True
1436,0,0,True
1437,0,0,True
1438,0,0,True
1439,0,0,True
1440,0,1,False
1441,0,0,True
1442,0,0,True
1443,0,0,True
1444,0,0,True
1445,0,0,True
1446,0,0,True
1447,0,0,True
1448,0,0,True
1449,0,0,True
1450,0,0,True
1451,0,0,True
1452,0,0,True
1453,0,0,True
1454,0,0,True
1455,0,0,True
1456,0,0,True
1457,0,0,True
1458,0,0,True
1459,0,0,True
1460,0,0,True
1461,0,0,True
1462,0,0,True
1463,0,0,True
1464,0,0,True
1465,0,0,True
1466,0,0,True
1467,0,0,True
1468,0,0,True
1469,0,0,True
1470,0,0,True
1471,0,0,True
1472,0,0,True
1473,0,0,True
1474,1,0,False
1475,0,0,True
1476,0,0,True
1477,0,0,True
1478,0,0,True
1479,0,0,True
1480,0,0,True
1481,0,0,True
1482,0,0,True
1483,0,0,True
1484,0,0,True
1485,0,0,True
1486,0,0,True
1487,0,0,True
1488,0,0,True
1489,0,0,True
1490,0,0,True
1491,0,0,True
1492,0,0,True
1493,0,0,True
1494,0,0,True
1495,0,0,True
1496,0,0,True
1497,0,0,True
1498,0,0,True
1499,0,0,True
1500,0,0,True
1501,0,0,True
1502,0,0,True
1503,0,0,True
1504,0,0,True
1505,0,0,True
1506,0,0,True
1507,0,0,True
1508,0,0,True
1509,0,0,True
1510,0,0,True
1511,0,0,True
1512,0,0,True
1513,1,0,False
1514,0,0,True
1515,1,1,True
1516,0,0,True
1517,0,0,True
1518,0,0,True
1519,0,0,True
1520,0,0,True
1521,0,0,True
1522,0,0,True
1523,0,0,True
1524,0,0,True
1525,0,0,True
1526,0,0,True
1527,0,0,True
1528,0,0,True
1529,0,0,True
1530,0,0,True
1531,0,0,True
1532,0,0,True
1533,0,0,True
1534,0,0,True
1535,0,0,True
1536,0,0,True
1537,0,0,True
1538,0,0,True
1539,0,0,True
1540,0,0,True
1541,0,0,True
1542,0,0,True
1543,0,0,True
1544,0,0,True
1545,0,0,True
1546,0,0,True
1547,0,0,True
1548,0,0,True
1549,0,0,True
1550,0,0,True
1551,0,0,True
1552,0,0,True
1553,0,0,True
1554,0,0,True
1555,0,0,True
1556,0,0,True
1557,1,1,True
1558,0,0,True
1559,0,0,True
1560,0,0,True
1561,0,0,True
1562,0,0,True
1563,0,0,True
1564,0,0,True
1565,0,0,True
1566,0,0,True
1567,0,0,True
1568,0,0,True
1569,0,0,True
1570,0,0,True
1571,0,0,True
1572,0,0,True
1573,0,0,True
1574,0,0,True
1575,0,0,True
1576,1,0,False
1577,1,0,False
1578,0,0,True
1579,0,0,True
1580,0,0,True
1581,0,0,True
1582,0,0,True
1583,0,0,True
1584,0,0,True
1585,0,0,True
1586,0,0,True
1587,0,0,True
1588,0,0,True
1589,0,0,True
1590,0,0,True
1591,0,0,True
1592,0,0,True
1593,0,0,True
1594,0,0,True
1595,0,0,True
1596,0,0,True
1597,0,0,True
1598,0,0,True
1599,0,0,True
1600,0,0,True
1601,0,0,True
1602,0,0,True
1603,0,0,True
1604,0,0,True
1605,0,0,True
1606,1,1,True
1607,1,1,True
1608,0,0,True
1609,0,0,True
1610,0,0,True
1611,0,0,True
1612,0,0,True
1613,0,0,True
1614,0,0,True
1615,0,0,True
1616,0,0,True
1617,0,0,True
1618,0,0,True
1619,0,0,True
1620,0,0,True
1621,0,0,True
1622,0,0,True
1623,0,1,False
1624,0,0,True
1625,0,0,True
1626,1,0,False
1627,0,0,True
1628,0,0,True
1629,0,0,True
1630,0,0,True
1631,0,0,True
1632,0,0,True
1633,0,0,True
1634,0,0,True
1635,0,0,True
1636,0,0,True
1637,0,0,True
1638,0,0,True
1639,0,0,True
1640,0,0,True
1641,0,0,True
1642,0,0,True
1643,0,0,True
1644,0,0,True
1645,0,0,True
1646,0,0,True
1647,0,0,True
1648,0,0,True
1649,0,0,True
1650,0,0,True
1651,0,0,True
1652,0,0,True
1653,0,0,True
1654,0,0,True
1655,0,0,True
1656,0,0,True
1657,0,0,True
1658,0,0,True
1659,0,0,True
1660,0,0,True
1661,0,0,True
1662,0,0,True
